t,x1,x2,prev_price,p
0,-0.06715366878055873,0.313489748758785,133.39188073670798,133.18665528930475
1,0.8105869112951671,-1.4755561012384337,140.85160629710262,141.2514952019315
2,0.7602456766751033,-0.12736109838224358,158.8489126006748,158.9643815414731
3,1.6672808343177112,0.28549722234485647,157.46327113879912,157.26012681392078
4,0.3642956628238738,0.36828785117011836,159.7722624865403,159.7683233927828
5,0.9097233052183964,-0.2331186952899483,160.40503405616016,160.6626691332783
6,-0.32003029309348174,1.2276748011346252,157.50245405185504,158.10866690970616
7,1.0651497312382157,0.8632941204200053,151.65871383759776,151.69055073792003
8,0.9163272863925201,0.20635955702902123,162.63379541787702,163.0351214732889
9,1.4625086782336618,0.5206459731727827,161.90308573303895,161.79095036252426
10,1.54758481849843,0.4217045397519212,153.51560557504155,153.5835948566815
11,0.18327789374116632,0.7106341165139366,141.72426828267479,141.77627020394684
12,0.919164834404064,0.09363024502709165,139.2081058881875,139.1642395449142
13,-0.6774996169615242,-0.1565582009544105,162.86251015859773,162.98298630506645
14,1.4472022239865172,-3.161960392362873,143.17710888915383,145.09857583712233
15,1.9731110474620719,-0.2599379819682246,169.75260276457112,169.66544881950085
16,0.1265567376884844,0.49695181010964745,150.63249423830953,150.54419100994056
17,0.704614447994456,0.7587853634778707,168.68632772130252,168.63547347743287
18,2.346020707655587,-0.07267408677369432,149.35427134823254,149.2562953817695
19,2.426033169539571,0.030743550303173498,150.93769115140054,150.66271504607735
20,1.3939821915291162,0.16187722456210135,152.8354688795907,152.6577332206025
21,2.294467906351781,-1.6164409109467988,143.46991140688056,143.59328859057888
22,1.4945187818437742,1.3495716955371448,134.24049212967265,134.53051713577943
23,1.7078281944786124,1.3775021514607755,169.47954666124537,170.03155386090057
24,0.243712880969566,0.046196602469752504,138.7571060671566,138.7942752508308
25,2.2575897050529936,-0.6374037416678167,144.61136082397306,144.3755149591505
26,1.5406119284352098,-1.0294477210059554,133.80254972107394,133.88541243842403
27,1.8857898914650857,0.2116860052827891,164.50968536232998,164.38689113825598
28,1.1729160219267225,0.6218670865559657,143.42104747178183,143.40073565886655
29,1.4143862727706127,0.2472252066072143,153.02764701644728,153.0295292742011
30,1.8894179935001532,-0.6342619786663657,143.06216341740895,142.93999998427518
31,1.1941877002220753,0.4925001539119839,142.10863215094855,142.08643508573545
32,0.10090469470269636,-0.20212133747965344,159.2900972522783,159.09985289832593
33,0.5689595259376921,1.322109212360015,151.7271645476886,152.190830678796
34,0.613757620213739,-0.6733812427205064,141.57575725679754,141.66981776907681
35,-0.39474266292836746,-1.1029077266137568,144.70104406164774,144.86317412367922
36,2.4006601031072763,0.6035398319362661,145.7060961899125,145.59053500781067
37,0.9647875640318738,-1.5757962541728674,157.22080491989672,157.64458583727986
38,-0.39651008204714056,-0.8373632430622915,164.80612727966815,164.95219524046664
39,1.4456640139455206,-0.06713993099651208,147.05913505156022,147.1290502096027
40,-0.05760084132248733,0.14083102000711895,144.19237000504438,144.03808244522202
41,2.5718491516700768,0.9648905820322254,149.46254500281157,149.3291977976609
42,1.3371401959046865,-0.6655434443393918,162.22403297846313,161.85096456890005
43,1.268431002791366,0.24626582266105845,168.5064557987652,168.36314024333154
44,1.0082195694700358,-0.786769509557496,142.87001476867763,142.79969805956986
